system_id,catalog_name,planet_idx,spectral_type,stellar_mass,mass_earth,radius_earth,sma_au,ecc,inc_deg,eq_temp_k,class,type
424,AO-7251,2,M5,0.1565,1.5076,1.0637,0.0147,0.0069,3.23,788,Rocky,Desert
424,AO-7251,3,M5,0.1565,1.2596,0.9961,0.0294,0.0086,1.53,558,Rocky,Desert
424,AO-7251,4,M5,0.1565,0.8112,0.9804,0.0677,0.0328,1.23,368,Rocky,Desert
424,AO-7251,5,M5,0.1565,2.0523,1.4974,0.2148,0.1550,3.64,206,Transitional,Mini-Neptune
425,IE-1417,0,M4,0.2085,0.0007,0.1572,4.6694,0.1677,17.10,52,Rocky,Dwarf Planet
425,IE-1417,1,M4,0.2085,0.0001,0.0748,4.6716,0.1310,0.85,52,Rocky,KBO
425,IE-1417,2,M4,0.2085,0.0000,0.0548,4.7587,0.2764,0.27,52,Rocky,KBO
425,IE-1417,3,M4,0.2085,0.0004,0.1366,8.4380,0.2486,21.98,39,Rocky,Dwarf Planet
425,IE-1417,4,M4,0.2085,0.0000,0.0596,8.9270,0.1428,25.64,38,Rocky,KBO
425,IE-1417,5,M4,0.2085,0.0001,0.0870,9.5968,0.2891,25.56,36,Rocky,KBO
425,IE-1417,6,M4,0.2085,0.0000,0.0529,10.1456,0.1229,18.34,35,Rocky,KBO
425,IE-1417,7,M4,0.2085,0.0039,0.2411,11.3153,0.1046,22.42,34,Rocky,Dwarf Planet
425,IE-1417,8,M4,0.2085,0.0013,0.2031,11.9491,0.1476,23.69,33,Rocky,Dwarf Planet
425,IE-1417,9,M4,0.2085,0.0000,0.0608,14.9913,0.0849,11.28,29,Rocky,KBO
425,IE-1417,10,M4,0.2085,0.0000,0.0481,17.7894,0.2526,10.09,27,Rocky,KBO
426,IC-8623,0,M8,0.0851,3.6905,1.8251,0.0207,0.0131,0.47,469,Transitional,Mini-Neptune
426,IC-8623,1,M8,0.0851,0.8623,0.9566,0.0328,0.0071,1.77,373,Rocky,Desert
426,IC-8623,2,M8,0.0851,0.2482,0.6661,0.0555,0.0359,0.85,286,Rocky,Sub-Earth
426,IC-8623,3,M8,0.0851,0.7153,0.9665,0.0859,0.0754,1.12,230,Rocky,Terran
427,WZ-4245,0,G3,0.8633,9.3268,2.7605,0.5121,0.1686,3.21,335,Volatile,Warm Neptune
427,WZ-4245,1,G3,0.8633,0.0000,0.0522,21.3902,0.1180,23.44,52,Rocky,KBO
427,WZ-4245,2,G3,0.8633,0.0001,0.0806,22.4407,0.0869,23.49,51,Rocky,KBO
427,WZ-4245,3,G3,0.8633,0.0002,0.1093,22.9042,0.2694,11.47,50,Rocky,Dwarf Planet
427,WZ-4245,4,G3,0.8633,0.0000,0.0538,24.0916,0.1290,18.92,49,Rocky,KBO
427,WZ-4245,5,G3,0.8633,0.0000,0.0667,33.5188,0.2737,18.16,41,Rocky,KBO
427,WZ-4245,6,G3,0.8633,0.0019,0.2065,36.9825,0.2994,23.94,39,Rocky,Dwarf Planet
427,WZ-4245,7,G3,0.8633,0.0000,0.0736,57.0113,0.0761,14.98,32,Rocky,KBO
427,WZ-4245,8,G3,0.8633,0.0005,0.1536,64.7081,0.2054,24.84,30,Rocky,Dwarf Planet
427,WZ-4245,9,G3,0.8633,0.0012,0.1772,67.7685,0.1736,6.87,29,Rocky,Dwarf Planet
428,RO-5581,0,K4,0.7294,0.6226,0.8929,0.0130,0.0081,1.20,2030,Rocky,Lava World
428,RO-5581,1,K4,0.7294,0.1383,0.5800,0.0454,0.0081,1.11,1089,Rocky,Sub-Earth
428,RO-5581,2,K4,0.7294,0.0328,0.4230,0.1296,0.0335,1.18,644,Rocky,Sub-Earth
428,RO-5581,3,K4,0.7294,0.0475,0.4291,0.2998,0.0666,2.58,424,Rocky,Sub-Earth
428,RO-5581,4,K4,0.7294,1.0017,0.9962,0.9154,0.0704,2.03,242,Rocky,Terran
429,GX-4367,0,M0,0.4258,3.9425,1.6172,0.0066,0.0172,2.18,2094,Transitional,Super-Terran
429,GX-4367,1,M0,0.4258,0.1279,0.5346,0.0228,0.0109,1.82,1127,Rocky,Sub-Earth
429,GX-4367,2,M0,0.4258,2.1851,1.4408,0.1391,0.0622,1.16,456,Transitional,Mini-Neptune
429,GX-4367,3,M0,0.4258,0.0699,0.5252,0.6070,0.0984,2.49,218,Rocky,Sub-Earth
430,XE-1066,0,M0,0.4198,0.0002,0.1087,10.7973,0.0965,10.93,51,Rocky,Dwarf Planet
430,XE-1066,1,M0,0.4198,0.0001,0.0868,11.2706,0.2788,5.05,50,Rocky,KBO
430,XE-1066,2,M0,0.4198,0.0003,0.1375,29.8106,0.1846,10.39,31,Rocky,Dwarf Planet
430,XE-1066,3,M0,0.4198,0.0000,0.0543,33.5267,0.1366,5.12,29,Rocky,KBO
430,XE-1066,4,M0,0.4198,0.0000,0.0532,34.3384,0.0731,6.52,29,Rocky,KBO
430,XE-1066,5,M0,0.4198,0.0002,0.1022,34.4237,0.2504,23.06,29,Rocky,Dwarf Planet
430,XE-1066,6,M0,0.4198,0.0000,0.0821,36.7995,0.0964,7.78,28,Rocky,KBO
431,MC-2992,0,M4,0.1914,0.5348,0.8719,0.0525,0.0489,1.92,469,Rocky,Desert
431,MC-2992,1,M4,0.1914,0.2475,0.7089,0.1250,0.0579,2.35,304,Rocky,Sub-Earth
431,MC-2992,2,M4,0.1914,2.2616,1.6576,0.2312,0.1101,1.27,223,Transitional,Mini-Neptune
432,OB-9124,0,M7,0.1083,1.1395,1.0331,0.0011,0.0103,1.08,2325,Rocky,Lava World
432,OB-9124,1,M7,0.1083,0.8865,0.9686,0.0034,0.0081,1.68,1320,Rocky,Desert
432,OB-9124,2,M7,0.1083,0.0632,0.4632,0.0152,0.0065,3.07,627,Rocky,Sub-Earth
432,OB-9124,3,M7,0.1083,0.1252,0.5973,0.0386,0.0136,1.04,394,Rocky,Sub-Earth
432,OB-9124,4,M7,0.1083,1.0316,1.0290,0.1191,0.0780,1.07,224,Rocky,Terran
433,ZY-8028,0,M6,0.1348,0.0117,0.2814,0.0012,0.0108,2.18,2509,Rocky,Sub-Earth
433,ZY-8028,1,M6,0.1348,0.0623,0.5064,0.0028,0.0084,1.40,1647,Rocky,Sub-Earth
433,ZY-8028,2,M6,0.1348,2.2366,1.6455,0.0062,0.0116,5.11,1113,Transitional,Super-Terran
433,ZY-8028,3,M6,0.1348,2.9720,1.9520,0.0125,0.0089,0.76,786,Transitional,Mini-Neptune
433,ZY-8028,4,M6,0.1348,1.0729,1.0205,0.0405,0.0122,1.52,437,Rocky,Desert
433,ZY-8028,5,M6,0.1348,2.0040,1.6036,0.0658,0.1076,3.99,342,Transitional,Mini-Neptune
433,ZY-8028,6,M6,0.1348,1.0805,1.1355,0.2103,0.0918,1.66,191,Rocky,Frozen
434,HU-9557,0,M3,0.2423,42.4080,3.6815,0.7239,0.2896,1.14,145,Volatile,Ice Giant
434,HU-9557,1,M3,0.2423,11.6822,2.9426,2.1317,0.1535,3.61,84,Volatile,Ice Giant
436,UN-0211,0,M7,0.1134,0.0117,0.2815,0.0017,0.0106,0.78,1904,Rocky,Sub-Earth
436,UN-0211,1,M7,0.1134,1.2586,1.1246,0.0072,0.0092,4.24,940,Rocky,Desert
436,UN-0211,2,M7,0.1134,0.0429,0.4129,0.0306,0.0085,5.18,454,Rocky,Sub-Earth
436,UN-0211,3,M7,0.1134,0.0287,0.4148,0.0762,0.0366,2.06,288,Rocky,Sub-Earth
436,UN-0211,4,M7,0.1134,0.0001,0.0922,2.2160,0.2066,22.97,53,Rocky,Frozen
436,UN-0211,5,M7,0.1134,0.0000,0.0572,2.8574,0.1111,0.13,47,Rocky,Frozen
436,UN-0211,6,M7,0.1134,0.0000,0.0498,4.0934,0.2478,16.35,39,Rocky,KBO
436,UN-0211,7,M7,0.1134,0.0032,0.2398,4.3567,0.2067,24.43,38,Rocky,Dwarf Planet
436,UN-0211,8,M7,0.1134,0.0007,0.1484,4.8304,0.2909,7.57,36,Rocky,Dwarf Planet
436,UN-0211,9,M7,0.1134,0.0000,0.0605,7.6981,0.0737,0.03,29,Rocky,KBO
436,UN-0211,10,M7,0.1134,0.0000,0.0511,8.6922,0.2124,27.79,27,Rocky,KBO
437,HY-1816,0,M2,0.2896,0.0420,0.4472,0.0033,0.0093,3.34,2358,Rocky,Sub-Earth
437,HY-1816,1,M2,0.2896,0.3040,0.6790,0.0081,0.0109,1.94,1519,Rocky,Sub-Earth
437,HY-1816,2,M2,0.2896,0.0217,0.3579,0.0210,0.0078,1.28,940,Rocky,Sub-Earth
437,HY-1816,3,M2,0.2896,0.5641,0.8722,0.0316,0.0098,0.94,767,Rocky,Desert
437,HY-1816,4,M2,0.2896,1.5751,1.2012,0.0775,0.0386,1.81,490,Rocky,Desert
437,HY-1816,5,M2,0.2896,0.5297,0.7882,0.2105,0.0784,2.56,297,Rocky,Terran
437,HY-1816,6,M2,0.2896,0.0149,0.3177,0.3502,0.0689,0.62,230,Rocky,Sub-Earth
439,DW-0934,0,K7,0.5396,0.2356,0.6365,0.2740,0.1141,3.12,373,Rocky,Sub-Earth
439,DW-0934,1,K7,0.5396,0.8594,0.9249,0.8714,0.0844,1.38,209,Rocky,Terran
439,DW-0934,2,K7,0.5396,23.3456,3.0365,10.2348,0.2131,1.08,61,Volatile,Ice Giant
439,DW-0934,3,K7,0.5396,0.0003,0.1402,14.7107,0.0907,6.71,51,Rocky,Dwarf Planet
439,DW-0934,4,K7,0.5396,0.0000,0.0542,15.5190,0.1435,24.23,49,Rocky,KBO
439,DW-0934,5,K7,0.5396,0.0000,0.0551,26.2998,0.2229,7.49,38,Rocky,KBO
439,DW-0934,6,K7,0.5396,0.0000,0.0709,29.4373,0.1809,16.95,36,Rocky,KBO
439,DW-0934,7,K7,0.5396,0.0090,0.2929,30.4477,0.2413,0.20,35,Rocky,Dwarf Planet
439,DW-0934,8,K7,0.5396,0.0001,0.0876,34.8042,0.1372,3.82,33,Rocky,KBO
439,DW-0934,9,K7,0.5396,0.0001,0.0877,39.6804,0.1471,20.57,31,Rocky,KBO
439,DW-0934,10,K7,0.5396,0.0000,0.0803,47.6757,0.0781,3.51,28,Rocky,KBO
439,DW-0934,11,K7,0.5396,0.0000,0.0791,51.5944,0.2754,23.52,27,Rocky,KBO
440,GR-0486,0,M3,0.2579,0.3641,0.7682,0.2501,0.0801,0.18,255,Rocky,Sub-Earth
440,GR-0486,1,M3,0.2579,20.1544,3.1681,3.3157,0.1758,2.37,70,Volatile,Ice Giant
440,GR-0486,2,M3,0.2579,25.5663,3.5596,6.6806,0.2702,3.75,49,Volatile,Ice Giant
441,TH-8756,0,M6,0.1244,0.1606,0.6192,0.0016,0.0087,1.67,2078,Rocky,Sub-Earth
441,TH-8756,1,M6,0.1244,1.6643,1.1914,0.0033,0.0130,1.27,1462,Rocky,Desert
441,TH-8756,2,M6,0.1244,2.7871,1.7639,0.0075,0.0143,1.11,967,Transitional,Super-Terran
441,TH-8756,3,M6,0.1244,0.0227,0.3637,0.0185,0.0096,1.57,616,Rocky,Sub-Earth
441,TH-8756,4,M6,0.1244,0.6506,0.8834,0.0518,0.0378,3.71,369,Rocky,Desert
441,TH-8756,5,M6,0.1244,0.0176,0.3874,0.1280,0.0749,0.98,234,Rocky,Sub-Earth
442,LF-2791,0,M7,0.1159,0.0000,0.0626,2.6829,0.0501,15.42,49,Rocky,Frozen
442,LF-2791,1,M7,0.1159,0.0000,0.0678,3.3890,0.0851,10.73,44,Rocky,Frozen
442,LF-2791,2,M7,0.1159,0.0000,0.0561,4.1491,0.1446,13.64,40,Rocky,KBO
442,LF-2791,3,M7,0.1159,0.0058,0.2829,4.2081,0.2706,28.43,39,Rocky,Dwarf Planet
442,LF-2791,4,M7,0.1159,0.0000,0.0515,5.1360,0.2119,0.79,36,Rocky,KBO
442,LF-2791,5,M7,0.1159,0.0000,0.0650,6.5530,0.1708,13.34,31,Rocky,KBO
442,LF-2791,6,M7,0.1159,0.0000,0.0682,6.9836,0.1932,3.44,30,Rocky,KBO
442,LF-2791,7,M7,0.1159,0.0001,0.0801,7.1664,0.1520,20.23,30,Rocky,KBO
442,LF-2791,8,M7,0.1159,0.0001,0.0945,7.2888,0.1928,4.09,30,Rocky,Dwarf Planet
442,LF-2791,9,M7,0.1159,0.0006,0.1564,8.8479,0.1627,25.04,27,Rocky,Dwarf Planet
443,BE-3228,0,M7,0.1210,0.7793,0.7618,0.0015,0.0126,0.84,2105,Rocky,Iron World
443,BE-3228,1,M7,0.1210,0.1033,0.5267,0.0044,0.0129,1.11,1244,Rocky,Sub-Earth
443,BE-3228,2,M7,0.1210,0.1197,0.5791,0.0182,0.0093,2.56,612,Rocky,Sub-Earth
443,BE-3228,3,M7,0.1210,0.0250,0.2930,0.0343,0.0068,2.44,446,Rocky,Sub-Earth
443,BE-3228,4,M7,0.1210,0.1295,0.5758,0.1249,0.0804,1.15,233,Rocky,Sub-Earth
443,BE-3228,5,M7,0.1210,0.0000,0.0484,3.0812,0.1199,3.70,47,Rocky,Frozen
443,BE-3228,6,M7,0.1210,0.0000,0.0512,3.1733,0.1108,11.59,46,Rocky,Frozen
443,BE-3228,7,M7,0.1210,0.0001,0.0845,4.1326,0.2313,16.94,41,Rocky,KBO
443,BE-3228,8,M7,0.1210,0.0000,0.0481,6.8553,0.2907,4.04,32,Rocky,KBO
443,BE-3228,9,M7,0.1210,0.0001,0.0910,7.6079,0.1584,0.32,30,Rocky,Dwarf Planet
443,BE-3228,10,M7,0.1210,0.0016,0.2094,9.3291,0.2185,25.78,27,Rocky,Dwarf Planet
444,NN-0430,0,M8,0.0894,0.2986,0.7374,0.0310,0.0074,2.35,394,Rocky,Sub-Earth
444,NN-0430,1,M8,0.0894,0.3005,0.7252,0.0772,0.0387,0.64,250,Rocky,Sub-Earth
444,NN-0430,2,M8,0.0894,0.0001,0.1056,1.7245,0.2496,8.60,53,Rocky,Frozen
444,NN-0430,3,M8,0.0894,0.0000,0.0517,1.9415,0.2385,27.05,50,Rocky,Frozen
444,NN-0430,4,M8,0.0894,0.0005,0.1348,2.1949,0.1358,15.58,47,Rocky,Frozen
444,NN-0430,5,M8,0.0894,0.0000,0.0775,2.5172,0.2769,12.73,44,Rocky,Frozen
444,NN-0430,6,M8,0.0894,0.0000,0.0539,2.8329,0.2918,11.07,41,Rocky,Frozen
444,NN-0430,7,M8,0.0894,0.0005,0.1467,4.3275,0.2214,20.14,33,Rocky,Dwarf Planet
444,NN-0430,8,M8,0.0894,0.0000,0.0678,4.4025,0.1741,8.22,33,Rocky,KBO
444,NN-0430,9,M8,0.0894,0.0002,0.1132,4.4424,0.1134,19.00,33,Rocky,Dwarf Planet
444,NN-0430,10,M8,0.0894,0.0002,0.1003,4.7679,0.1640,1.50,32,Rocky,Dwarf Planet
444,NN-0430,11,M8,0.0894,0.0000,0.0653,5.1137,0.2592,9.90,31,Rocky,KBO
445,TH-9151,0,M5,0.1732,0.2033,0.6119,0.0025,0.0101,4.11,2014,Rocky,Sub-Earth
445,TH-9151,1,M5,0.1732,2.2511,1.7251,0.0112,0.0091,1.17,959,Transitional,Super-Terran
445,TH-9151,2,M5,0.1732,3.2516,1.6704,0.0525,0.0964,0.58,443,Transitional,Mini-Neptune
445,TH-9151,3,M5,0.1732,0.0557,0.4894,0.1775,0.0990,0.54,241,Rocky,Sub-Earth
445,TH-9151,4,M5,0.1732,0.0000,0.0645,3.7056,0.0557,12.46,53,Rocky,Frozen
445,TH-9151,5,M5,0.1732,0.0000,0.0692,4.7205,0.2510,26.68,47,Rocky,KBO
445,TH-9151,6,M5,0.1732,0.0001,0.0988,4.7221,0.0644,9.95,47,Rocky,Dwarf Planet
445,TH-9151,7,M5,0.1732,0.0001,0.1089,6.4226,0.1415,12.81,40,Rocky,Dwarf Planet
445,TH-9151,8,M5,0.1732,0.0000,0.0578,7.1135,0.0523,23.66,38,Rocky,KBO
445,TH-9151,9,M5,0.1732,0.0000,0.0614,7.1471,0.1813,10.63,38,Rocky,KBO
445,TH-9151,10,M5,0.1732,0.0001,0.1011,9.0658,0.0789,7.14,34,Rocky,Dwarf Planet
446,XC-3853,0,M2,0.3203,6.7092,2.2909,0.8765,0.1109,0.64,154,Volatile,Warm Neptune
447,TM-7000,0,M2,0.2880,0.8187,1.0253,0.1527,0.0936,2.87,348,Rocky,Terran
447,TM-7000,1,M2,0.2880,4.9829,2.0385,0.2380,0.1373,0.46,279,Transitional,Mini-Neptune
447,TM-7000,2,M2,0.2880,313.7515,10.5123,2.1366,0.4865,2.05,93,Giant,Gas Giant
447,TM-7000,3,M2,0.2880,27.1522,3.4795,3.6555,0.2302,1.33,71,Volatile,Ice Giant
447,TM-7000,4,M2,0.2880,10.3428,2.9295,6.4222,0.2308,2.01,54,Volatile,Ice Giant
448,RH-7501,0,M2,0.3170,0.0201,0.3689,0.0042,0.0084,3.25,2225,Rocky,Sub-Earth
448,RH-7501,1,M2,0.3170,2.5570,1.6617,0.0198,0.0107,1.26,1022,Transitional,Super-Terran
448,RH-7501,2,M2,0.3170,0.0157,0.3070,0.1038,0.0371,0.38,446,Rocky,Sub-Earth
448,RH-7501,3,M2,0.3170,0.1578,0.5610,0.2565,0.0904,1.15,284,Rocky,Sub-Earth
449,MF-1487,0,M1,0.3501,1.3500,1.0832,0.1163,0.0341,1.20,446,Rocky,Desert
449,MF-1487,1,M1,0.3501,0.2495,0.6956,0.2597,0.0881,1.59,298,Rocky,Sub-Earth
449,MF-1487,2,M1,0.3501,3.5846,1.9930,0.5121,0.1101,1.54,212,Transitional,Mini-Neptune
449,MF-1487,3,M1,0.3501,8.9854,2.4387,4.7237,0.3089,1.20,70,Volatile,Ice Giant
449,MF-1487,4,M1,0.3501,0.0001,0.0970,8.2096,0.1213,23.84,53,Rocky,Dwarf Planet
449,MF-1487,5,M1,0.3501,15.0378,2.7461,8.8165,0.2613,3.29,51,Volatile,Ice Giant
449,MF-1487,6,M1,0.3501,0.0001,0.0909,9.4672,0.2701,19.50,49,Rocky,KBO
449,MF-1487,7,M1,0.3501,0.0001,0.0918,9.5225,0.2585,20.34,49,Rocky,KBO
449,MF-1487,8,M1,0.3501,0.0001,0.0896,10.3943,0.1988,16.80,47,Rocky,Dwarf Planet
449,MF-1487,9,M1,0.3501,0.0000,0.0550,11.9416,0.2832,7.47,44,Rocky,KBO
449,MF-1487,10,M1,0.3501,0.0000,0.0511,12.5757,0.1181,14.09,43,Rocky,KBO
449,MF-1487,11,M1,0.3501,0.0000,0.0618,17.8054,0.1400,28.25,36,Rocky,KBO
449,MF-1487,12,M1,0.3501,0.0004,0.1326,20.8538,0.2561,28.19,33,Rocky,Dwarf Planet
449,MF-1487,13,M1,0.3501,0.0001,0.0773,25.3020,0.0579,0.20,30,Rocky,KBO
450,BH-4992,0,M6,0.1432,1.2135,1.0895,0.0404,0.0096,3.73,452,Rocky,Desert
450,BH-4992,1,M6,0.1432,0.5817,0.9229,0.1757,0.0921,0.52,217,Rocky,Terran
451,IE-2420,0,M6,0.1450,0.8082,0.9793,0.0014,0.0104,4.43,2479,Rocky,Lava World
451,IE-2420,1,M6,0.1450,0.0559,0.4830,0.0069,0.0064,1.89,1103,Rocky,Sub-Earth
451,IE-2420,2,M6,0.1450,0.6637,0.9056,0.0204,0.0095,1.87,642,Rocky,Desert
451,IE-2420,3,M6,0.1450,3.2891,1.7905,0.0485,0.0558,2.87,416,Transitional,Mini-Neptune
451,IE-2420,4,M6,0.1450,0.0597,0.4102,0.1704,0.0565,1.50,222,Rocky,Sub-Earth
452,ZP-2132,0,M8,0.0815,13.0914,2.9582,0.4097,0.1304,1.51,103,Volatile,Ice Giant
453,GP-3322,0,M3,0.2562,134.6334,5.5085,0.1448,0.1523,0.88,334,Volatile,Puffy Saturn
453,GP-3322,1,M3,0.2562,0.0000,0.0563,6.1869,0.1930,2.97,51,Rocky,KBO
453,GP-3322,2,M3,0.2562,0.0000,0.0588,7.7468,0.0857,4.01,46,Rocky,KBO
453,GP-3322,3,M3,0.2562,0.0002,0.1212,8.1860,0.1103,21.63,44,Rocky,Dwarf Planet
453,GP-3322,4,M3,0.2562,0.0005,0.1410,10.1366,0.2405,24.07,40,Rocky,Dwarf Planet
453,GP-3322,5,M3,0.2562,0.0000,0.0767,15.9456,0.2479,12.01,32,Rocky,KBO
453,GP-3322,6,M3,0.2562,0.0000,0.0536,19.4056,0.1730,0.58,29,Rocky,KBO
453,GP-3322,7,M3,0.2562,0.0000,0.0587,22.0088,0.1904,17.44,27,Rocky,KBO
454,AU-2354,0,M4,0.2253,0.1928,0.6701,0.0766,0.0474,2.94,426,Rocky,Sub-Earth
454,AU-2354,1,M4,0.2253,0.1299,0.6169,0.1556,0.0612,2.58,299,Rocky,Sub-Earth
454,AU-2354,2,M4,0.2253,3.2051,1.9092,0.2415,0.2281,1.45,240,Transitional,Mini-Neptune
455,AG-0947,0,M5,0.1688,0.8516,1.0320,0.0038,0.0075,1.94,1622,Rocky,Lava World
455,AG-0947,1,M5,0.1688,0.6023,0.9176,0.0091,0.0090,3.68,1050,Rocky,Desert
455,AG-0947,2,M5,0.1688,0.0242,0.3964,0.0316,0.0099,0.56,563,Rocky,Sub-Earth
455,AG-0947,3,M5,0.1688,0.6389,0.8417,0.2418,0.1026,0.84,203,Rocky,Terran
455,AG-0947,4,M5,0.1688,0.0000,0.0701,4.2842,0.0774,0.75,48,Rocky,KBO
455,AG-0947,5,M5,0.1688,0.0000,0.0772,4.2980,0.1247,10.77,48,Rocky,KBO
455,AG-0947,6,M5,0.1688,0.0000,0.0669,4.8954,0.0768,8.95,45,Rocky,KBO
455,AG-0947,7,M5,0.1688,0.0000,0.0585,5.4024,0.2864,7.71,43,Rocky,KBO
455,AG-0947,8,M5,0.1688,0.0001,0.0965,5.5529,0.1999,0.27,42,Rocky,Dwarf Planet
455,AG-0947,9,M5,0.1688,0.0000,0.0785,7.7966,0.1111,23.93,36,Rocky,KBO
455,AG-0947,10,M5,0.1688,0.0000,0.0503,9.3534,0.1580,22.25,33,Rocky,KBO
455,AG-0947,11,M5,0.1688,0.0003,0.1206,10.7488,0.2493,19.74,30,Rocky,Dwarf Planet
456,DF-0654,0,K6,0.6220,17.1768,3.2269,11.5424,0.1818,1.44,62,Volatile,Ice Giant
456,DF-0654,1,K6,0.6220,13.3818,3.0761,16.1875,0.1950,2.77,53,Volatile,Ice Giant
456,DF-0654,2,K6,0.6220,0.0000,0.0549,18.3246,0.0538,3.03,49,Rocky,KBO
456,DF-0654,3,K6,0.6220,0.0001,0.0809,21.2779,0.2380,8.41,46,Rocky,KBO
456,DF-0654,4,K6,0.6220,0.0000,0.0609,29.8713,0.2852,20.80,39,Rocky,KBO
456,DF-0654,5,K6,0.6220,0.0001,0.0947,30.8602,0.0989,27.13,38,Rocky,Dwarf Planet
456,DF-0654,6,K6,0.6220,0.0001,0.0808,32.6866,0.0793,2.48,37,Rocky,KBO
456,DF-0654,7,K6,0.6220,0.0000,0.0548,44.3308,0.1730,3.84,32,Rocky,KBO
456,DF-0654,8,K6,0.6220,0.0009,0.1759,47.0872,0.1232,4.50,31,Rocky,Dwarf Planet
456,DF-0654,9,K6,0.6220,0.0000,0.0733,51.2491,0.2081,17.39,30,Rocky,KBO
457,TT-3202,0,M7,0.1000,0.6669,0.7922,0.0010,0.0090,1.18,2366,Rocky,Iron World
457,TT-3202,1,M7,0.1000,2.9757,1.7635,0.0039,0.0104,3.46,1185,Transitional,Super-Terran
457,TT-3202,2,M7,0.1000,0.0625,0.5073,0.0130,0.0079,1.23,650,Rocky,Sub-Earth
457,TT-3202,3,M7,0.1000,2.5173,1.7125,0.0259,0.0152,2.96,459,Transitional,Mini-Neptune
457,TT-3202,4,M7,0.1000,0.0626,0.4394,0.0763,0.0556,1.13,268,Rocky,Sub-Earth
458,HV-8413,0,M8,0.0869,0.1161,0.5741,0.0337,0.0069,2.12,372,Rocky,Sub-Earth
459,DK-6885,0,K9,0.4637,4.7766,2.1361,0.4575,0.1644,3.53,264,Transitional,Mini-Neptune
461,SC-9539,0,M7,0.1202,0.1390,0.5847,0.0020,0.0086,2.86,1848,Rocky,Sub-Earth
461,SC-9539,1,M7,0.1202,0.0795,0.4732,0.0048,0.0096,2.72,1188,Rocky,Sub-Earth
461,SC-9539,2,M7,0.1202,3.1962,1.9104,0.0117,0.0133,3.67,760,Transitional,Mini-Neptune
461,SC-9539,3,M7,0.1202,3.0893,1.9934,0.0311,0.0223,1.14,467,Transitional,Mini-Neptune
461,SC-9539,4,M7,0.1202,2.1237,1.5589,0.1152,0.1469,3.98,242,Transitional,Mini-Neptune
461,SC-9539,5,M7,0.1202,0.0000,0.0482,2.8836,0.2587,3.57,48,Rocky,Frozen
461,SC-9539,6,M7,0.1202,0.0000,0.0518,3.5808,0.0511,22.60,43,Rocky,KBO
461,SC-9539,7,M7,0.1202,0.0001,0.0988,3.6607,0.2668,11.33,43,Rocky,Dwarf Planet
461,SC-9539,8,M7,0.1202,0.0002,0.1207,4.0196,0.2038,6.72,41,Rocky,Dwarf Planet
461,SC-9539,9,M7,0.1202,0.0000,0.0750,5.2570,0.2171,12.95,36,Rocky,KBO
461,SC-9539,10,M7,0.1202,0.0000,0.0598,6.8705,0.1252,4.58,31,Rocky,KBO
461,SC-9539,11,M7,0.1202,0.0001,0.0797,9.1107,0.2770,17.92,27,Rocky,KBO
462,RI-3042,0,M1,0.3904,0.4880,0.7818,0.0070,0.0097,3.09,1930,Rocky,Sub-Earth
462,RI-3042,1,M1,0.3904,0.0626,0.4172,0.0217,0.0110,1.64,1098,Rocky,Sub-Earth
462,RI-3042,2,M1,0.3904,0.2757,0.6948,0.0475,0.0062,1.43,742,Rocky,Sub-Earth
462,RI-3042,3,M1,0.3904,1.1369,0.9589,0.2207,0.1331,1.09,345,Rocky,Terran
462,RI-3042,4,M1,0.3904,2.0373,1.8046,0.3725,0.1099,2.57,265,Transitional,Mini-Neptune
463,GF-3010,0,M0,0.4276,2.3174,1.6938,0.0098,0.0135,2.64,1726,Transitional,Super-Terran
463,GF-3010,1,M0,0.4276,0.0551,0.4374,0.0213,0.0096,0.61,1169,Rocky,Sub-Earth
463,GF-3010,2,M0,0.4276,0.0586,0.4753,0.0941,0.0323,3.62,556,Rocky,Sub-Earth
463,GF-3010,3,M0,0.4276,0.1541,0.5953,0.6151,0.0919,2.75,217,Rocky,Sub-Earth
463,GF-3010,4,M0,0.4276,0.0000,0.0574,15.4355,0.2019,10.40,43,Rocky,KBO
463,GF-3010,5,M0,0.4276,0.0002,0.1160,15.5677,0.2436,8.54,43,Rocky,Dwarf Planet
463,GF-3010,6,M0,0.4276,0.0000,0.0579,21.4620,0.1276,25.67,37,Rocky,KBO
463,GF-3010,7,M0,0.4276,0.0003,0.1308,24.4996,0.2810,11.24,34,Rocky,Dwarf Planet
463,GF-3010,8,M0,0.4276,0.0000,0.0639,29.5835,0.1916,0.43,31,Rocky,KBO
463,GF-3010,9,M0,0.4276,0.0000,0.0533,33.4923,0.1619,20.36,29,Rocky,KBO
463,GF-3010,10,M0,0.4276,0.0031,0.2344,35.6424,0.2359,24.88,29,Rocky,Dwarf Planet
463,GF-3010,11,M0,0.4276,0.0022,0.2353,35.9414,0.1628,25.70,28,Rocky,Dwarf Planet
464,JC-4329,0,M5,0.1791,3.6655,1.9492,0.0029,0.0108,2.85,1918,Transitional,Super-Terran
464,JC-4329,1,M5,0.1791,1.5026,1.0994,0.0067,0.0101,1.48,1263,Rocky,Desert
464,JC-4329,2,M5,0.1791,0.9629,1.0300,0.0224,0.0125,2.15,691,Rocky,Desert
464,JC-4329,3,M5,0.1791,0.2675,0.6589,0.0686,0.0316,2.24,395,Rocky,Sub-Earth
